Year,Quarter,Ticker,CIKs,CompanyName,InterestRateChange,SPXCloseChange,DJCloseChange,CPI,RealGDP,InflationRate,DilutedEPS,FreeCashFlow,NetIncome,OperatingCashFlow,TotalRevenue,Polarity,Subjectivity,ClosePriceNextQuarter,YearNext,QuarterNext,LogClosePriceNextQuarter,LogPredictedPrice
2006,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.031835206,0.061721002,0.067135483,19.9,4201.0,3.23,0.26,2057000000.0,1608000000,2271000000.0,8184000000.0,0.05547093,0.3335877127651319,25.530000686645508,2007,Q1,3.239854258149025,3.291968728586954
2007,Q1,CSCO,858877,"Cisco Systems, Inc.",0.0251450676982591,0.001804978,-0.008729735,19.9,4063.75,2.85,0.31,2324000000.0,1921000000,2658000000.0,8439000000.0,0.060134316,0.3639234117130628,27.850000381469727,2007,Q2,3.32683298007059,3.197275258571612
2007,Q2,CSCO,858877,"Cisco Systems, Inc.",0.001886792,0.058056388,0.085335934,19.9,4184.41,2.85,0.3,2073000000.0,1874000000,2437000000.0,8866000000.0,0.05461704,0.369488674,33.130001068115234,2007,Q3,3.500439248551926,3.1798161392377664
2007,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.13747646,0.0155652376359464,0.036320665,19.9,4208.61,2.85,0.325,2399000000.0,1930000000,2738000000.0,9433000000.0,0.05461704,0.369488674,27.06999969482422,2007,Q4,3.298426092352631,3.19841136211728
2007,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.37804878,-0.050858413,-0.058401212,19.9,4305.67,2.85,0.35,2793000000.0,2205000000,3089000000.0,9554000000.0,0.066800064,0.3753732221735518,24.09000015258789,2008,Q1,3.1817968229608558,3.2443724514544887
2008,Q1,CSCO,858877,"Cisco Systems, Inc.",-0.179738562,-0.099199106,-0.075532876,19.9,4182.54,3.84,0.33,2148000000.0,2060000000,2443000000.0,9831000000.0,0.06539488,0.3649113286640575,23.260000228881836,2008,Q2,3.146735156930666,3.0465229497653277
2008,Q2,CSCO,858877,"Cisco Systems, Inc.",0.037815126,-0.06581617,-0.103075146,19.9,4226.59,3.84,0.29,2711000000.0,1773000000,3028000000.0,9791000000.0,0.064037534,0.3643964995168856,22.559999465942383,2008,Q3,3.1161784029570914,3.1410305671777676
2008,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.037914692,-0.092263271,-0.046704257,19.9,4192.4,3.84,0.33,3169000000.0,2014000000,3529000000.0,10364000000.0,0.064037534,0.3643964995168856,16.299999237060547,2008,Q4,2.7911650610066143,3.047292009914064
2008,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.87826087,-0.222047095,-0.189702402,19.9,4179.96,3.84,0.37,2357000000.0,2201000000,2718000000.0,10331000000.0,0.093908185,0.3831526121278683,16.770000457763672,2009,Q1,2.8195916031316988,2.860698443353539
2009,Q1,CSCO,858877,"Cisco Systems, Inc.",0.1428571428571427,-0.116667589,-0.133023943,19.9,3976.81,-0.36,0.26,2974000000.0,1504000000,3198000000.0,9089000000.0,0.070114354,0.3607052329429432,18.649999618530273,2009,Q2,2.9258461256356836,3.026229818250437
2009,Q2,CSCO,858877,"Cisco Systems, Inc.",0.375,0.1334516940375795,0.088306535,19.9,4060.38,-0.36,0.23,1787000000.0,1348000000,1996000000.0,8162000000.0,0.070560875,0.3613180432273232,23.540000915527344,2009,Q3,3.1587011407245402,3.1889253020158836
2009,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.65,0.1448561186141465,0.142075667,19.9,4102.85,-0.36,0.19,1774000000.0,1081000000,1985000000.0,8535000000.0,0.070560875,0.3613180432273232,23.940000534057617,2009,Q4,3.175550722437998,3.275863909783464
2009,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.545454545,0.082779045,0.096618251,25.09,4209.06,-0.36,0.3,1328000000.0,1787000000,1488000000.0,9021000000.0,0.073137753,0.3699213137371575,26.030000686645508,2010,Q1,3.2592497453854787,3.109840386741136
2010,Q1,CSCO,858877,"Cisco Systems, Inc.",0.7999999999999998,0.0487220877051386,0.041098767,24.97,4055.06,1.64,0.32,2238000000.0,1853000000,2486000000.0,9815000000.0,0.075658676,0.3702878784769299,21.309999465942383,2010,Q2,3.059176421049164,2.9985361071321517
2010,Q2,CSCO,858877,"Cisco Systems, Inc.",-0.470588235,-0.125108225,-0.10552234,25.14,4188.71,1.64,0.37,2676000000.0,2192000000,2967000000.0,10368000000.0,0.081884739,0.3622983029153364,21.899999618530273,2010,Q3,3.086486619403746,3.006770369920903
2010,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.117647059,0.1107974731596213,0.1084527866854762,25.33,4229.41,1.64,0.33,2923000000.0,1935000000,3232000000.0,10836000000.0,0.081884739,0.3622983029153364,20.229999542236328,2010,Q4,3.007166628551692,3.1074270716764207
2010,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.35,0.097187326,0.069053749,25.48,4316.57,1.64,0.34,1341000000.0,1930000000,1667000000.0,10750000000.0,0.065198015,0.3844360746622868,17.149999618530273,2011,Q1,2.841998151368816,3.005057432600524
2011,Q1,CSCO,858877,"Cisco Systems, Inc.",-0.230769231,0.0542206036703665,0.064108776,25.46,4155.64,3.16,0.27,2283000000.0,1521000000,2609000000.0,10407000000.0,0.056728404,0.3661916154457517,15.609999656677246,2011,Q2,2.74791171253357,2.786769696776843
2011,Q2,CSCO,858877,"Cisco Systems, Inc.",-0.363636364,-0.008833617,0.003039578,25.33,4251.8,3.16,0.33,2701000000.0,1807000000,2979000000.0,10866000000.0,0.054159958,0.3650087328913107,15.5,2011,Q3,2.740840023925201,2.8412118912437836
2011,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.25,-0.15544873,-0.132672694,25.72,4273.16,3.16,0.22,2580000000.0,1232000000,2824000000.0,11195000000.0,0.054159958,0.3650087328913107,18.079999923706055,2011,Q4,2.8948063507442328,2.851566654576264
2011,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.333333333,0.1115235721482737,0.1195028487966148,26.0,4371.81,3.16,0.33,2068000000.0,1777000000,2333000000.0,11256000000.0,0.063811296,0.367770992,21.149999618530273,2012,Q1,3.051639887455893,2.9517696318196056
2012,Q1,CSCO,858877,"Cisco Systems, Inc.",1.2499999999999998,0.1199666030534352,0.081397595,26.18,4279.82,2.07,0.4,2817000000.0,2182000000,3101000000.0,11527000000.0,0.050705013,0.3543832781921839,17.170000076293945,2012,Q2,2.8431636793528288,2.9123963302904867
2012,Q2,CSCO,858877,"Cisco Systems, Inc.",0.0,-0.03287965,-0.02512481,26.22,4345.71,2.07,0.4,2688000000.0,2165000000,2969000000.0,11588000000.0,0.056730363,0.3749897911986791,19.100000381469727,2012,Q3,2.949688355024821,3.0492613938206135
2012,Q3,CSCO,858877,"Cisco Systems, Inc.",0.0,0.057636401,0.043248145,26.6,4376.68,2.07,0.36,2792000000.0,1917000000,3088000000.0,11690000000.0,0.056730363,0.3749897911986791,19.649999618530273,2012,Q4,2.9780773189020526,3.0151791680924322
2012,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.4,-0.012668831,-0.030408188,26.32,4440.56,2.07,0.39,2200000000.0,2092000000,2465000000.0,11876000000.0,0.054032432,0.3649028754487835,20.899999618530273,2013,Q1,3.0397491407186252,3.0979040040518884
2013,Q1,CSCO,858877,"Cisco Systems, Inc.",0.0,0.1002671453312672,0.1125140604419673,26.44,4320.26,1.46,0.59,3062000000.0,3143000000,3349000000.0,12098000000.0,0.066942701,0.3796457567878811,24.34000015258789,2013,Q2,3.1921210938283986,3.070577849907791
2013,Q2,CSCO,858877,"Cisco Systems, Inc.",-0.5625,0.0282363635199753,0.02310804,25.73,4419.14,1.46,0.46,2803000000.0,2478000000,3094000000.0,12216000000.0,0.05676393,0.3748089552764557,23.43000030517578,2013,Q3,3.1540172655447054,3.0796032721880096
2013,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.4,0.0412332193986228,0.0103312462938132,25.85,4486.44,1.46,0.42,3669000000.0,2270000000,3986000000.0,12417000000.0,0.05676393,0.3748089552764557,22.43000030517578,2013,Q4,3.1103993621378137,3.120937094116448
2013,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.125,0.090477876,0.091165571,25.83,4586.32,1.46,0.37,2334000000.0,1996000000,2649000000.0,12085000000.0,0.061636376,0.3599433358678472,22.420000076293945,2014,Q1,3.109953421046955,3.236652857688934
2014,Q1,CSCO,858877,"Cisco Systems, Inc.",-0.142857143,0.0129736631392153,-0.007178768,26.24,4403.18,1.62,0.27,2611000000.0,1429000000,2873000000.0,11155000000.0,0.058133731,0.355645844,24.850000381469727,2014,Q2,3.212857767893532,3.136731702314176
2014,Q2,CSCO,858877,"Cisco Systems, Inc.",0.1249999999999999,0.039623022,0.0177824312071716,26.64,4532.34,1.62,0.42,2825000000.0,2181000000,3198000000.0,11545000000.0,0.059677541,0.3533765307499981,25.170000076293945,2014,Q3,3.2256528121783705,3.2720559420311934
2014,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.3,-0.000521963,0.00512088,26.48,4616.61,1.62,0.43,3287000000.0,2247000000,3612000000.0,12357000000.0,0.059677541,0.3533765307499981,27.81999969482422,2014,Q4,3.3257551755256425,3.3097860338994556
2014,Q4,CSCO,858877,"Cisco Systems, Inc.",-0.333333333,0.057929461,0.060599677,27.19,4709.58,1.62,0.35,2206000000.0,1828000000,2491000000.0,12245000000.0,0.050720172,0.3528456435493447,27.530000686645508,2015,Q1,3.315276344096234,3.2787211192780377
2015,Q1,CSCO,858877,"Cisco Systems, Inc.",0.0,0.004366409,-0.002634226,26.63,4562.38,0.12,0.46,2618000000.0,2397000000,2883000000.0,11936000000.0,0.062043682,0.3635597392657114,27.459999084472656,2015,Q2,3.3127303669994257,3.297208926780818
2015,Q2,CSCO,858877,"Cisco Systems, Inc.",-0.333333333,0.001660444,-0.00444509,26.61,4696.82,0.12,0.47,2683000000.0,2437000000,3040000000.0,12137000000.0,0.058604211,0.3568289818265336,26.25,2015,Q3,3.2676659890376327,3.368036004632131
2015,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.461538462,-0.075762244,-0.082960776,26.2,4741.07,0.12,0.45,3818000000.0,2319000000,4138000000.0,12843000000.0,0.058604211,0.3568289818265336,27.15999984741211,2015,Q4,3.3017452970723844,3.3596778750491882
2015,Q4,CSCO,858877,"Cisco Systems, Inc.",0.5384615384615385,0.062438274,0.070859101,26.53,4799.35,0.12,0.48,2504000000.0,2430000000,2766000000.0,12682000000.0,0.048259393,0.3522107433564483,28.469999313354492,2016,Q1,3.3488508771717336,3.366691841867322
2016,Q1,CSCO,858877,"Cisco Systems, Inc.",0.2499999999999999,0.007730168,0.0149245080209331,26.73,4641.85,1.26,0.62,3608000000.0,3147000000,3922000000.0,11927000000.0,0.066965751,0.3736361612304023,28.690000534057617,2016,Q2,3.3565486486080385,3.4070825330735106
2016,Q2,CSCO,858877,"Cisco Systems, Inc.",-0.189189189,0.0125821360684683,0.007713254,26.86,4768.31,1.26,0.46,2760000000.0,2349000000,3064000000.0,12000000000.0,0.050614124,0.3458690003715279,31.719999313354492,2016,Q3,3.456947375119563,3.4309787701587995
2016,Q3,CSCO,858877,"Cisco Systems, Inc.",-0.292682927,0.0310611284148458,0.019988445,26.97,4819.18,1.26,0.56,3552000000.0,2813000000,3818000000.0,12638000000.0,0.050614124,0.3458690003715279,30.219999313354492,2016,Q4,3.4085039341230345,3.4383092042340087
2016,Q4,CSCO,858877,"Cisco Systems, Inc.",0.8965517241379313,0.032542073,0.079442762,26.91,4912.33,1.26,0.46,2455000000.0,2322000000,2730000000.0,12352000000.0,0.076935715,0.381641213,33.79999923706055,2017,Q1,3.5204607799167995,3.620701827622505
2017,Q1,CSCO,858877,"Cisco Systems, Inc.",0.4909090909090907,0.055336939,0.0455719389149202,27.18,4698.37,2.13,0.47,3521000000.0,2348000000,3772000000.0,11580000000.0,0.056696515,0.3561905255145479,31.299999237060547,2017,Q2,3.4436180731710446,3.3712776357801926
2017,Q2,CSCO,858877,"Cisco Systems, Inc.",0.2926829268292684,0.025686497,0.0332189271565612,27.29,4893.23,2.13,0.5,3143000000.0,2515000000,3373000000.0,11940000000.0,0.055759903,0.3574247354902765,33.630001068115234,2017,Q3,3.5154185575129637,3.572553915031501
2017,Q3,CSCO,858877,"Cisco Systems, Inc.",0.0,0.0395929702361549,0.049436922,27.43,4950.88,2.13,0.48,3793000000.0,2424000000,4001000000.0,12133000000.0,0.055759903,0.3574247354902765,38.29999923706055,2017,Q4,3.6454498762665097,3.5492635749300003
2017,Q4,CSCO,858877,"Cisco Systems, Inc.",0.2547169811320754,0.061225867,0.1032859051224521,27.42,5069.62,2.13,0.48,2912000000.0,2394000000,3080000000.0,12136000000.0,0.059835362,0.3612383550121256,42.88999938964844,2018,Q1,3.7586386842981625,3.6588525163639267
2018,Q1,CSCO,858877,"Cisco Systems, Inc.",0.2556390977443608,-0.012245615,-0.02492433,27.5,4890.82,2.44,-1.78,3859000000.0,-8778000000,4070000000.0,11887000000.0,0.059911373,0.3566943178807369,43.029998779296875,2018,Q2,3.761897518481855,3.6619697379005167
2018,Q2,CSCO,858877,"Cisco Systems, Inc.",0.1437125748502994,0.0293463896367484,0.006982501,27.73,5039.98,2.44,0.56,2175000000.0,2691000000,2416000000.0,12463000000.0,0.057303528,0.3575309215596697,48.650001525878906,2018,Q3,3.884651839996431,3.7543226129491476
2018,Q3,CSCO,858877,"Cisco Systems, Inc.",0.1413612565445027,0.071958563,0.090101894,28.08,5092.53,2.44,0.81,3886000000.0,3803000000,4100000000.0,12844000000.0,0.057303528,0.3575309215596697,43.33000183105469,2018,Q4,3.768845278010176,3.676950899111169
2018,Q4,CSCO,858877,"Cisco Systems, Inc.",0.1009174311926604,-0.142837116,-0.124712912,26.61,5170.56,2.44,0.77,3551000000.0,3549000000,3763000000.0,13072000000.0,0.067643373,0.3663285923240031,53.99000168,2019,Q1,3.9887988753470687,3.88920312291819
2003,Q1,CVX,93410,Chevron Corporation,0.1896551724137931,-0.066939485,-0.071494461,19.9,3582.77,2.27,0.905,2031000000.0,1920000000,3332000000.0,30762000000.0,0.032630419,0.3512149855107919,36.099998474121094,2003,Q2,3.5862928230707207,3.6864822678933398
2003,Q2,CVX,93410,Chevron Corporation,0.1240310077519379,0.1351458391575808,0.1134567390264516,19.9,3680.93,2.27,0.75,2452000000.0,1600000000,3773000000.0,29361000000.0,0.032630419,0.3512149855107919,35.724998474121094,2003,Q3,3.5758506811041344,3.586028689005928
2003,Q3,CVX,93410,Chevron Corporation,0.054054054,0.013895675543611,0.025894403,19.9,3753.43,2.27,1.01,1369000000.0,1975000000,2658000000.0,29526000000.0,0.027042061,0.3344150969874793,43.19499969482422,2003,Q4,3.7657247407457755,3.8494224895259235
2003,Q4,CVX,93410,Chevron Corporation,-0.153153153,0.092023335,0.1039918894943605,19.9,3860.18,2.27,1.105,838000000.0,1735000000,2552000000.0,30465000000.0,0.031250735,0.3341940057619488,43.88999938964844,2004,Q1,3.78168648979375,3.881990097662083
2004,Q1,CVX,93410,Chevron Corporation,0.1170212765957448,0.0128516440031656,-0.009204203,19.9,3741.64,2.68,1.2,2123000000.0,2562000000,3477000000.0,33645000000.0,0.031250735,0.3341940057619488,47.05500030517578,2004,Q2,3.8513171367962635,3.93586339369616
2004,Q2,CVX,93410,Chevron Corporation,0.3398058252427183,0.007657861,0.005991326,19.9,3837.59,2.68,1.94,2834000000.0,4125000000,4454000000.0,35275000000.0,0.031932769,0.3534065967804558,53.63999938964844,2004,Q3,3.982295047034813,4.082216463473758
2004,Q3,CVX,93410,Chevron Corporation,0.3857142857142858,-0.012719897,-0.024568035,19.9,3879.62,2.68,1.51,1826000000.0,3201000000,3218000000.0,38680000000.0,0.020757001,0.3482579916319742,52.50999832,2004,Q4,3.9610035956558614,4.007642437197054
2004,Q4,CVX,93410,Chevron Corporation,0.0591397849462364,0.071073796,0.057920168,19.9,3990.91,2.68,1.395,1597000000.0,3440000000,3541000000.0,48552000000.0,0.02999226,0.353058952,58.310001373291016,2005,Q1,4.0657736287856165,4.106286941116355
2005,Q1,CVX,93410,Chevron Corporation,0.5025380710659898,-0.025851541,-0.025897222,19.9,3867.08,3.39,1.28,2436000000.0,2677000000,3740000000.0,41607000000.0,0.02999226,0.353058952,55.91999816894531,2005,Q2,4.023922065181372,3.923971767733151
2005,Q2,CVX,93410,Chevron Corporation,0.1837455830388692,0.0156958701360705,-0.012430437,19.9,3972.82,3.39,1.76,3003000000.0,3684000000,4873000000.0,48343000000.0,0.031147516,0.3510170326953548,64.73000336,2005,Q3,4.170224824465342,4.137226280605918
2005,Q3,CVX,93410,Chevron Corporation,0.1696428571428572,0.0287749907906633,0.0257447997950199,19.9,4040.69,3.39,1.64,3191000000.0,3594000000,5545000000.0,54456000000.0,0.01780215,0.3524907751840542,56.77000045776367,2005,Q4,4.039008025246114,4.055445044694203
2005,Q4,CVX,93410,Chevron Corporation,0.0407124681933841,0.0158527355734409,0.0140793096596553,19.9,4107.38,3.39,1.72,2774000000.0,4144000000,5947000000.0,60340000000.0,0.014035598,0.3324312292347708,57.970001220703125,2006,Q1,4.059925656409138,4.1789782957647645
2006,Q1,CVX,93410,Chevron Corporation,0.2224938875305624,0.037315047,0.036558899,19.9,4003.48,3.23,1.8,3203000000.0,3996000000,5770000000.0,54624000000.0,0.014035598,0.3324312292347708,62.060001373291016,2006,Q2,4.128101681148674,4.117812706331074
2006,Q2,CVX,93410,Chevron Corporation,0.01,-0.019052106,0.003681593,19.9,4116.72,3.23,1.97,2424000000.0,4353000000,6083000000.0,53536000000.0,0.001081223,0.3486167301533147,64.86000061035156,2006,Q3,4.172231110289464,4.072068469063096
2006,Q3,CVX,93410,Chevron Corporation,0.0574257425742574,0.051684774,0.047429557,19.9,4111.95,3.23,2.29,3285000000.0,5017000000,6726000000.0,54212000000.0,0.027334258,0.3338396485548278,73.52999877929688,2006,Q4,4.297693469606701,4.355977657718001
2006,Q4,CVX,93410,Chevron Corporation,-0.031835206,0.061721002,0.067135483,19.9,4201.0,3.23,2.235,1598000000.0,3772000000,5744000000.0,47746000000.0,0.013627209,0.3275815103040063,73.95999908447266,2007,Q1,4.303524394140242,4.259114450435143
2007,Q1,CVX,93410,Chevron Corporation,0.0251450676982591,0.001804978,-0.008729735,19.9,4063.75,2.85,2.18,2430000000.0,4715000000,5690000000.0,48227000000.0,0.013627209,0.3275815103040063,84.23999786376953,2007,Q2,4.433669842466858,4.292502561650103
2007,Q2,CVX,93410,Chevron Corporation,0.001886792,0.058056388,0.085335934,19.9,4184.41,2.85,2.52,2802000000.0,5380000000,6499000000.0,56094000000.0,0.035042984,0.3627121665687006,93.58000183105467,2007,Q3,4.538816705004801,4.439138347535555
2007,Q3,CVX,93410,Chevron Corporation,-0.13747646,0.0155652376359464,0.036320665,19.9,4208.61,2.85,1.75,1281000000.0,3718000000,5705000000.0,55173000000.0,0.025233148,0.3036052609778535,93.33000183105467,2007,Q4,4.5361416191967985,4.43610583085057
2007,Q4,CVX,93410,Chevron Corporation,-0.37804878,-0.050858413,-0.058401212,19.9,4305.67,2.85,2.115,1786000000.0,4875000000,7083000000.0,61410000000.0,0.024611237,0.3031298776365286,85.36000061035156,2008,Q1,4.446877614143821,4.547072541473968
2008,Q1,CVX,93410,Chevron Corporation,-0.179738562,-0.099199106,-0.075532876,19.9,4182.54,3.84,2.48,3655000000.0,5168000000,8107000000.0,64702000000.0,0.024611237,0.3031298776365286,99.12999725341795,2008,Q2,4.596432092337936,4.458618720043232
2008,Q2,CVX,93410,Chevron Corporation,0.037815126,-0.06581617,-0.103075146,19.9,4226.59,3.84,2.9,2685000000.0,5975000000,7204000000.0,81426000000.0,0.029130458,0.3257008833208439,82.48000336,2008,Q3,4.4125558804458525,4.471566921090215
2008,Q3,CVX,93410,Chevron Corporation,-0.037914692,-0.092263271,-0.046704257,19.9,4192.4,3.84,3.85,4452000000.0,7893000000,9113000000.0,77194000000.0,0.021946794,0.3265074714786943,73.97000122070312,2008,Q4,4.303659622102455,4.403962118798173
2008,Q4,CVX,93410,Chevron Corporation,-0.87826087,-0.222047095,-0.189702402,19.9,4179.96,3.84,2.385,-826000000.0,4895000000,5208000000.0,45203000000.0,0.024422672,0.3158407667146737,67.23999786376953,2009,Q1,4.208268276770181,4.197753608222563
2009,Q1,CVX,93410,Chevron Corporation,0.1428571428571427,-0.116667589,-0.133023943,19.9,3976.81,-0.36,0.92,-3580000000.0,1837000000,2404000000.0,35519000000.0,0.024422672,0.3158407667146737,66.25,2009,Q2,4.193435464866331,4.0936372579578215
2009,Q2,CVX,93410,Chevron Corporation,0.375,0.1334516940375795,0.088306535,19.9,4060.38,-0.36,0.87,-1146000000.0,1745000000,3284000000.0,39470000000.0,0.038312673,0.3371711199703526,70.43000030517578,2009,Q3,4.254619313090355,4.154709180444416
2009,Q3,CVX,93410,Chevron Corporation,-0.65,0.1448561186141465,0.142075667,19.9,4102.85,-0.36,1.92,2591000000.0,3831000000,6665000000.0,45553000000.0,0.03216999,0.332385401,76.98999786376953,2009,Q4,4.343675515543102,4.292040385447242
2009,Q4,CVX,93410,Chevron Corporation,-0.545454545,0.082779045,0.096618251,25.09,4209.06,-0.36,2.095,1665000000.0,3070000000,7020000000.0,47778000000.0,0.029896417,0.3313798400241863,75.83000183105469,2010,Q1,4.328494016859682,4.313085885022078
2010,Q1,CVX,93410,Chevron Corporation,0.7999999999999998,0.0487220877051386,0.041098767,24.97,4055.06,1.64,2.27,3550000000.0,4552000000,7517000000.0,46944000000.0,0.029896417,0.3313798400241863,67.86000061035156,2010,Q2,4.21744676835036,4.3177638279078865
2010,Q2,CVX,93410,Chevron Corporation,-0.470588235,-0.125108225,-0.10552234,25.14,4188.71,1.64,2.7,3051000000.0,5409000000,7603000000.0,51354000000.0,0.0286489,0.313352707,81.05000305175781,2010,Q3,4.3950662858344645,4.495148943619373
2010,Q3,CVX,93410,Chevron Corporation,-0.117647059,0.1107974731596213,0.1084527866854762,25.33,4229.41,1.64,1.87,2393000000.0,3768000000,7982000000.0,48476000000.0,0.043744706,0.3564173142801922,91.25,2010,Q4,4.513602992462601,4.423423192315057
2010,Q4,CVX,93410,Chevron Corporation,-0.35,0.097187326,0.069053749,25.48,4316.57,1.64,9.48,2753000000.0,5295000000,8257000000.0,52517000000.0,0.047063139,0.3514710995229438,107.48999786376952,2011,Q1,4.677397800111212,4.577321194400153
2011,Q1,CVX,93410,Chevron Corporation,-0.230769231,0.0542206036703665,0.064108776,25.46,4155.64,3.16,3.09,5169000000.0,6211000000,9814000000.0,58654000000.0,0.047063139,0.3514710995229438,102.83999633789062,2011,Q2,4.633174346787912,4.5330266463605176
2011,Q2,CVX,93410,Chevron Corporation,-0.363636364,-0.008833617,0.003039578,25.33,4251.8,3.16,3.85,2917000000.0,7732000000,10690000000.0,67066000000.0,0.065069026,0.383609562,92.58999633789062,2011,Q3,4.528181104908066,4.6285787357581825
2011,Q3,CVX,93410,Chevron Corporation,-0.25,-0.15544873,-0.132672694,25.72,4273.16,3.16,3.92,4747000000.0,7829000000,11522000000.0,62205000000.0,0.064415116,0.356676163,106.4000015258789,2011,Q4,4.667205591248511,4.567459360586872
2011,Q4,CVX,93410,Chevron Corporation,-0.333333333,0.1115235721482737,0.1195028487966148,26.0,4371.81,3.16,2.58,1765000000.0,5123000000,9072000000.0,58418000000.0,0.067925747,0.3664446497442104,107.20999908447266,2012,Q1,4.674789519328578,4.614702249760873
2012,Q1,CVX,93410,Chevron Corporation,1.2499999999999998,0.1199666030534352,0.081397595,26.18,4279.82,2.07,3.27,2492000000.0,6471000000,8387000000.0,58896000000.0,0.067925747,0.3664446497442104,105.5,2012,Q2,4.658710952916121,4.616836828269505
2012,Q2,CVX,93410,Chevron Corporation,0.0,-0.03287965,-0.02512481,26.22,4345.71,2.07,3.66,2848000000.0,7210000000,9915000000.0,59780000000.0,0.071288939,0.375473394,116.55999755859376,2012,Q3,4.75840614094146,4.782026278494124
2012,Q3,CVX,93410,Chevron Corporation,0.0,0.057636401,0.043248145,26.6,4376.68,2.07,2.69,240000000.0,5253000000,7730000000.0,55660000000.0,0.066385855,0.3696218674022412,108.13999938964844,2012,Q4,4.683426678309772,4.77354415666502
2012,Q4,CVX,93410,Chevron Corporation,-0.4,-0.012668831,-0.030408188,26.32,4440.56,2.07,3.7,2294000000.0,7245000000,12780000000.0,54307000000.0,0.066906193,0.3754054293272914,118.81999969482422,2013,Q1,4.777609740359208,4.748034277156916
2013,Q1,CVX,93410,Chevron Corporation,0.0,0.1002671453312672,0.1125140604419673,26.44,4320.26,1.46,3.18,-2478000000.0,6178000000,5714000000.0,54296000000.0,0.066906193,0.3754054293272914,118.33999633789062,2013,Q2,4.7735618063028875,4.771369119164822
2013,Q2,CVX,93410,Chevron Corporation,-0.5625,0.0282363635199753,0.02310804,25.73,4419.14,1.46,2.77,-53000000.0,5365000000,8520000000.0,55307000000.0,0.061297816,0.3700230041762305,121.5,2013,Q3,4.799914262780603,4.7192684575682105
2013,Q3,CVX,93410,Chevron Corporation,-0.4,0.0412332193986228,0.0103312462938132,25.85,4486.44,1.46,2.57,709000000.0,4950000000,10316000000.0,56603000000.0,0.081525006,0.4044594777441516,124.91000366210938,2013,Q4,4.827593507295801,4.727629253812042
2013,Q4,CVX,93410,Chevron Corporation,-0.125,0.090477876,0.091165571,25.83,4586.32,1.46,2.57,-1161000000.0,4930000000,10452000000.0,53950000000.0,0.064107124,0.3726282019688101,118.91000366210938,2014,Q1,4.778366935246807,4.799881938947564
2014,Q1,CVX,93410,Chevron Corporation,-0.142857143,0.0129736631392153,-0.007178768,26.24,4403.18,1.62,2.36,-127000000.0,4512000000,8417000000.0,50978000000.0,0.064107124,0.3726282019688101,130.5500030517578,2014,Q2,4.871756318521299,4.738413299989977
2014,Q2,CVX,93410,Chevron Corporation,0.1249999999999999,0.039623022,0.0177824312071716,26.64,4532.34,1.62,2.98,-1050000000.0,5665000000,7881000000.0,55583000000.0,0.05780377,0.3644917197420783,119.31999969482422,2014,Q3,4.781808957088923,4.8651260017510145
2014,Q3,CVX,93410,Chevron Corporation,-0.3,-0.000521963,0.00512088,26.48,4616.61,1.62,2.95,416000000.0,5593000000,8680000000.0,51822000000.0,0.060180851,0.3659895849932978,112.18000030517578,2014,Q4,4.720104726800603,4.820024570964082
2014,Q4,CVX,93410,Chevron Corporation,-0.333333333,0.057929461,0.060599677,27.19,4709.58,1.62,1.85,-3171000000.0,3471000000,6497000000.0,42111000000.0,0.059359827,0.3685264227605141,104.9800033569336,2015,Q1,4.65376988780104,4.753863631634527
2015,Q1,CVX,93410,Chevron Corporation,0.0,0.004366409,-0.002634226,26.63,4562.38,0.12,1.37,-5283000000.0,2567000000,2319000000.0,32315000000.0,0.059359827,0.3685264227605141,96.47000122070312,2015,Q2,4.569232091836169,4.650143682755349
2015,Q2,CVX,93410,Chevron Corporation,-0.333333333,0.001660444,-0.00444509,26.61,4696.82,0.12,0.3,-423000000.0,571000000,7220000000.0,36829000000.0,0.055715176,0.3731193635044759,78.87999725341797,2015,Q3,4.367927675474627,4.468226393209867
2015,Q3,CVX,93410,Chevron Corporation,-0.461538462,-0.075762244,-0.082960776,26.2,4741.07,0.12,1.09,-1450000000.0,2037000000,5360000000.0,32767000000.0,0.05713903,0.3700121325436994,89.95999908447266,2015,Q4,4.499365116914066,4.535773080969686
2015,Q4,CVX,93410,Chevron Corporation,0.5384615384615385,0.062438274,0.070859101,26.53,4799.35,0.12,-0.31,-2892000000.0,-588000000,4557000000.0,28014000000.0,0.059168792,0.370343986,95.40000153,2016,Q1,4.558078594491977,4.521894195666446
